Time,CensusTract,NumberOfReports
06/2018,269.02,2
06/2018,323.0,1
06/2018,858.0,1
06/2018,944.01,2
06/2018,527.0,3
07/2018,1367.0,1
07/2018,591.0,2
07/2018,50.02,1
07/2018,745.0,1
07/2018,75.0,1
07/2018,1417.0,1
07/2018,126.02,2
07/2018,29.0,1
07/2018,640.0,1
07/2018,998.02,1
07/2018,1008.04,1
07/2018,438.0,1
07/2018,254.02,1
07/2018,407.02,1
07/2018,437.0,1
06/2018,552.0,2
06/2018,221.02,4
06/2018,297.0,3
06/2018,1122.0,3
06/2018,159.0,5
06/2018,347.0,4
06/2018,305.0,1
06/2018,111.0,1
06/2018,335.0,1
06/2018,1118.0,2
06/2018,164.0,4
06/2018,7.0,1
06/2018,925.0,1
06/2018,1160.0,2
06/2018,310.0,2
06/2018,81.0,3
06/2018,91.0,3
06/2018,47.0,3
06/2018,142.0,2
06/2018,1120.0,1
06/2018,206.0,1
06/2018,277.05,1
06/2018,244.01,1
06/2018,682.0,2
06/2018,257.0,6
06/2018,249.0,2
06/2018,892.0,3
06/2018,595.01,1
06/2018,409.0,4
06/2018,690.0,2
06/2018,136.02,1
06/2018,127.01,2
06/2018,779.07,1
06/2018,261.0,4
06/2018,121.0,1
06/2018,974.0,1
06/2018,415.0,1
06/2018,427.0,1
06/2018,209.0,1
06/2018,17.0,1
06/2018,237.0,2
06/2018,275.0,2
06/2018,1208.01,1
06/2018,73.0,2
06/2018,24.0,2
06/2018,264.0,5
06/2018,587.0,1
06/2018,1132.0,1
06/2018,348.0,3
06/2018,326.0,3
06/2018,1106.0,3
06/2018,160.01,2
06/2018,7.01,2
06/2018,110.0,1
06/2018,36.0,1
06/2018,1192.0,1
06/2018,334.04,1
06/2018,174.01,1
06/2018,289.0,5
06/2018,180.0,2
06/2018,652.0,2
06/2018,1047.0,1
06/2018,208.0,1
06/2018,33.0,5
06/2018,337.0,3
06/2018,381.0,1
06/2018,396.0,1
06/2018,309.02,5
06/2018,153.0,2
06/2018,331.0,1
06/2018,395.0,4
06/2018,349.02,1
06/2018,291.05,1
06/2018,70.01,1
06/2018,503.0,1
06/2018,52.0,2
06/2018,460.0,1
06/2018,998.02,1
06/2018,144.0,1
06/2018,266.0,1
06/2018,119.0,2
06/2018,491.0,1
06/2018,674.0,2
06/2018,866.0,1
06/2018,76.0,1
06/2018,404.0,2
06/2018,30.01,3
06/2018,59.0,4
06/2018,462.05,3
06/2018,266.02,2
06/2018,49.0,3
06/2018,361.0,5
06/2018,424.0,1
06/2018,39.0,4
06/2018,14.0,3
06/2018,1026.0,1
06/2018,141.0,2
06/2018,179.0,2
06/2018,403.0,2
06/2018,330.0,1
06/2018,317.04,1
06/2018,220.0,1
06/2018,383.01,1
06/2018,15.02,1
06/2018,720.0,1
06/2018,94.02,1
06/2018,713.03,1
06/2018,809.0,2
06/2018,1347.01,1
06/2018,486.0,1
06/2018,428.0,1
06/2018,589.02,1
06/2018,29.01,2
06/2018,298.0,1
06/2018,1291.02,1
06/2018,124.0,1
06/2018,224.04,3
06/2018,516.01,2
06/2018,495.0,2
06/2018,442.0,1
06/2018,125.0,3
06/2018,18.02,2
06/2018,900.0,2
06/2018,756.0,1
06/2018,462.01,1
06/2018,405.02,1
06/2018,414.01,1
06/2018,233.01,1
06/2018,201.02,1
06/2018,1110.0,2
06/2018,393.0,1
06/2018,27.01,1
06/2018,745.0,1
06/2018,836.0,1
06/2018,1507.02,1
06/2018,889.02,1
06/2018,594.0,1
06/2018,40.03,1
06/2018,608.0,2
06/2018,121.01,2
06/2018,74.0,4
06/2018,155.0,1
06/2018,422.0,1
06/2018,654.01,1
06/2018,1039.0,1
06/2018,116.0,1
06/2018,12.0,1
06/2018,114.0,1
06/2018,1123.0,1
06/2018,315.0,2
06/2018,464.0,1
06/2018,441.0,1
06/2018,366.0,1
06/2018,484.01,2
06/2018,7.02,1
06/2018,221.01,1
06/2018,136.01,2
06/2018,1277.0,1
06/2018,539.0,2
06/2018,593.0,1
06/2018,1187.0,1
06/2018,276.0,1
06/2018,265.0,3
06/2018,584.0,1
06/2018,758.0,1
06/2018,144.02,3
06/2018,1129.0,1
06/2018,199.0,2
06/2018,36.02,2
06/2018,505.0,2
06/2018,483.02,1
06/2018,355.0,1
06/2018,856.0,1
06/2018,191.0,1
06/2018,281.0,1
06/2018,1191.0,1
06/2018,462.08,1
06/2018,884.0,1
06/2018,273.02,1
06/2018,1028.01,2
06/2018,1166.0,1
06/2018,62.01,1
06/2018,806.0,3
06/2018,240.0,1
06/2018,86.03,1
06/2018,112.02,1
06/2018,179.01,2
06/2018,181.01,1
06/2018,1012.0,1
06/2018,216.0,2
05/2018,1208.01,1
05/2018,542.0,2
05/2018,1463.0,1
05/2018,554.0,2
05/2018,175.0,5
05/2018,271.0,2
05/2018,624.0,2
05/2018,302.01,2
05/2018,570.0,3
05/2018,1032.01,6
05/2018,199.0,5
05/2018,1237.0,4
05/2018,251.0,9
05/2018,628.0,1
05/2018,241.0,9
05/2018,94.0,2
05/2018,209.0,1
05/2018,1028.01,2
05/2018,157.0,6
05/2018,52.0,3
05/2018,28.0,3
06/2018,496.0,1
06/2018,334.01,1
06/2018,922.0,1
06/2018,294.0,1
06/2018,944.02,1
06/2018,383.02,1
06/2018,908.0,1
06/2018,579.0,1
06/2018,1467.0,1
06/2018,248.0,2
06/2018,184.0,1
06/2018,139.0,4
06/2018,583.0,1
06/2018,1385.02,1
06/2018,1093.0,1
06/2018,845.0,1
06/2018,93.0,3
06/2018,10.02,1
06/2018,672.0,1
06/2018,859.0,1
06/2018,407.01,1
06/2018,117.0,1
06/2018,154.01,1
06/2018,80.0,1
06/2018,128.06,1
06/2018,469.02,1
06/2018,561.0,1
06/2018,30.02,2
06/2018,223.0,2
06/2018,375.04,1
06/2018,924.0,1
06/2018,57.0,1
06/2018,201.0,1
05/2018,9.0,2
05/2018,100.0,2
05/2018,508.03,3
05/2018,245.0,7
05/2018,247.0,1
05/2018,2.02,3
05/2018,1377.0,1
05/2018,162.0,3
05/2018,75.0,10
05/2018,906.0,2
05/2018,8.0,3
05/2018,126.01,2
05/2018,460.0,4
05/2018,462.03,5
05/2018,194.0,6
05/2018,47.0,1
05/2018,311.0,7
05/2018,129.02,5
05/2018,267.01,1
05/2018,690.0,1
05/2018,174.0,1
05/2018,201.0,3
05/2018,37.0,4
05/2018,287.0,5
05/2018,406.0,2
05/2018,444.0,6
05/2018,360.0,1
05/2018,27.0,1
05/2018,371.0,1
05/2018,51.0,6
05/2018,13.0,3
05/2018,181.0,5
05/2018,908.0,4
05/2018,108.01,4
05/2018,307.0,6
05/2018,395.0,8
05/2018,192.0,1
05/2018,296.0,1
05/2018,119.01,2
05/2018,798.02,2
05/2018,153.0,2
05/2018,342.0,6
05/2018,369.0,3
05/2018,223.01,5
05/2018,66.0,3
05/2018,279.0,6
05/2018,72.0,4
05/2018,944.02,2
05/2018,254.02,2
05/2018,211.0,7
05/2018,289.0,3
05/2018,1435.0,2
05/2018,191.0,3
05/2018,50.0,2
05/2018,105.0,2
05/2018,338.0,1
05/2018,261.0,5
05/2018,168.0,2
05/2018,302.02,1
05/2018,243.0,2
05/2018,285.0,2
05/2018,42.0,1
05/2018,64.0,5
05/2018,65.0,5
05/2018,114.02,2
05/2018,990.0,3
05/2018,31.02,1
05/2018,90.0,4
05/2018,97.0,1
05/2018,250.0,1
05/2018,123.01,2
05/2018,195.0,10
05/2018,39.0,5
05/2018,408.0,4
05/2018,218.0,2
05/2018,113.0,4
05/2018,174.01,4
05/2018,547.0,1
05/2018,59.02,3
05/2018,276.0,4
05/2018,172.0,7
05/2018,221.0,3
05/2018,85.0,5
05/2018,23.0,4
05/2018,183.0,4
05/2018,1.0,1
05/2018,340.0,3
05/2018,225.0,6
05/2018,63.01,2
05/2018,174.02,3
05/2018,291.05,1
05/2018,4.0,1
05/2018,206.0,2
05/2018,29.0,4
05/2018,294.0,1
05/2018,38.0,3
05/2018,231.0,3
05/2018,7.0,3
05/2018,717.01,2
05/2018,283.0,8
05/2018,493.02,3
05/2018,319.01,5
05/2018,36.02,5
05/2018,476.0,1
05/2018,1571.01,3
05/2018,855.0,1
05/2018,243.02,9
05/2018,133.0,5
05/2018,142.0,1
06/2018,329.0,1
06/2018,123.01,1
06/2018,1417.0,1
06/2018,555.0,2
06/2018,506.0,1
06/2018,55.02,1
06/2018,456.0,1
06/2018,151.0,1
06/2018,928.0,1
06/2018,539.01,1
06/2018,120.0,1
06/2018,229.02,1
06/2018,517.0,1
06/2018,865.0,1
06/2018,301.0,1
06/2018,19.03,1
06/2018,1471.0,1
06/2018,146.05,1
06/2018,942.03,1
06/2018,526.0,1
06/2018,387.0,2
06/2018,1507.01,1
06/2018,193.0,1
06/2018,820.0,1
06/2018,876.0,1
06/2018,600.0,1
06/2018,500.02,1
06/2018,1367.0,1
06/2018,547.0,1
06/2018,968.0,1
06/2018,616.01,1
06/2018,11.0,1
06/2018,391.0,1
06/2018,101.0,1
06/2018,1202.0,1
06/2018,374.0,2
06/2018,119.02,1
06/2018,320.0,1
06/2018,96.02,1
06/2018,185.02,1
06/2018,170.12,1
06/2018,197.0,1
06/2018,2.02,2
06/2018,1032.01,2
06/2018,1070.01,1
06/2018,557.0,1
06/2018,334.0,1
06/2018,182.0,1
06/2018,105.0,1
06/2018,437.01,1
06/2018,40.02,1
06/2018,538.0,1
06/2018,22.0,1
06/2018,56.0,1
06/2018,1617.0,2
06/2018,141.01,1
06/2018,508.03,1
06/2018,722.0,1
06/2018,435.0,1
06/2018,534.01,1
06/2018,998.0,1
06/2018,245.01,1
06/2018,26.0,1
06/2018,898.0,1
06/2018,504.01,1
06/2018,430.0,1
06/2018,497.0,1
06/2018,300.0,1
06/2018,206.01,1
06/2018,357.02,1
06/2018,130.0,1
06/2018,132.03,1
06/2018,446.01,1
05/2018,1122.0,1
05/2018,385.0,3
05/2018,220.0,4
05/2018,208.04,1
05/2018,134.0,2
05/2018,1028.02,2
05/2018,216.02,1
05/2018,809.0,8
05/2018,420.0,1
05/2018,307.01,1
05/2018,151.0,3
05/2018,141.02,6
05/2018,135.0,2
05/2018,255.0,7
05/2018,83.0,5
05/2018,889.02,1
05/2018,273.0,4
05/2018,230.0,4
05/2018,297.0,3
05/2018,57.0,1
05/2018,325.0,2
05/2018,404.0,3
05/2018,25.0,5
05/2018,415.0,2
05/2018,209.01,4
05/2018,215.0,3
05/2018,140.0,4
05/2018,379.0,5
05/2018,242.0,2
05/2018,132.0,2
05/2018,551.0,2
05/2018,265.0,1
05/2018,32.0,9
05/2018,2.01,1
05/2018,180.0,3
05/2018,223.0,2
05/2018,1134.0,4
05/2018,3413.01,1
05/2018,973.0,4
05/2018,409.0,1
05/2018,156.02,2
05/2018,145.0,5
05/2018,942.02,6
05/2018,277.0,2
05/2018,171.0,4
05/2018,14.01,1
05/2018,61.0,3
05/2018,462.09,3
05/2018,269.02,2
05/2018,800.0,3
05/2018,161.0,4
05/2018,91.0,3
05/2018,244.0,1
05/2018,14.02,1
05/2018,92.0,3
05/2018,239.0,4
05/2018,263.0,4
05/2018,179.0,3
05/2018,1214.0,1
05/2018,413.0,2
05/2018,1104.0,5
05/2018,293.0,3
05/2018,40.02,2
05/2018,15.01,5
05/2018,492.0,1
05/2018,196.0,2
05/2018,779.04,1
05/2018,184.0,7
05/2018,1070.01,3
05/2018,407.02,2
05/2018,69.0,4
05/2018,229.02,1
05/2018,205.01,4
05/2018,126.02,4
05/2018,479.0,1
05/2018,86.03,1
05/2018,74.0,2
05/2018,166.0,3
05/2018,1202.0,1
05/2018,219.0,5
05/2018,293.01,1
05/2018,1208.02,1
05/2018,549.0,2
05/2018,431.02,1
05/2018,323.0,1
05/2018,181.02,3
05/2018,375.01,1
05/2018,512.0,2
06/2018,392.0,1
06/2018,235.0,1
06/2018,238.0,1
06/2018,500.01,1
06/2018,508.04,1
06/2018,114.02,1
06/2018,410.0,1
06/2018,385.0,1
06/2018,429.01,1
05/2018,886.0,4
05/2018,190.0,2
05/2018,169.0,6
05/2018,429.02,4
05/2018,115.0,3
05/2018,208.03,2
05/2018,177.0,5
05/2018,305.0,2
05/2018,274.01,1
05/2018,485.0,2
05/2018,71.0,12
05/2018,108.02,1
05/2018,390.0,1
05/2018,240.0,2
05/2018,326.0,5
05/2018,235.01,4
05/2018,1022.0,1
05/2018,144.0,1
05/2018,24.0,5
05/2018,67.0,13
05/2018,277.02,2
05/2018,27.01,2
05/2018,394.0,3
05/2018,179.02,1
05/2018,188.0,3
05/2018,129.01,4
05/2018,792.02,2
05/2018,515.0,1
05/2018,1182.02,1
05/2018,87.0,4
05/2018,79.0,4
05/2018,68.0,5
05/2018,269.0,2
05/2018,103.0,1
05/2018,155.02,2
05/2018,1106.0,5
05/2018,434.0,2
05/2018,363.0,7
05/2018,205.0,1
05/2018,30.01,3
05/2018,249.0,1
05/2018,170.09,1
05/2018,288.02,2
05/2018,170.0,7
05/2018,115.02,1
05/2018,49.0,6
05/2018,383.0,3
05/2018,93.0,3
05/2018,138.0,3
05/2018,264.0,2
05/2018,2074.0,1
05/2018,1010.04,1
05/2018,916.03,1
05/2018,702.02,1
05/2018,424.0,4
05/2018,458.0,3
05/2018,960.0,1
05/2018,567.0,1
05/2018,62.02,1
05/2018,19.02,2
05/2018,53.0,3
05/2018,870.0,2
05/2018,98.0,5
05/2018,173.0,6
05/2018,328.0,4
05/2018,252.0,1
05/2018,1247.0,1
05/2018,146.06,2
05/2018,151.01,3
05/2018,153.01,1
05/2018,1367.0,2
05/2018,445.0,1
05/2018,48.0,4
05/2018,96.02,1
05/2018,137.0,3
05/2018,128.06,1
05/2018,43.0,8
05/2018,210.01,2
05/2018,295.0,6
05/2018,193.0,4
05/2018,5.01,2
05/2018,491.0,1
05/2018,112.02,3
05/2018,186.0,6
05/2018,553.0,1
05/2018,343.0,4
05/2018,968.0,1
05/2018,713.04,2
05/2018,187.0,5
05/2018,6.0,4
05/2018,762.0,1
05/2018,419.0,3
05/2018,828.0,1
05/2018,70.02,1
05/2018,226.01,1
05/2018,122.0,3
05/2018,750.0,1
05/2018,396.0,1
05/2018,189.0,5
05/2018,894.0,1
05/2018,571.0,3
05/2018,1039.0,3
05/2018,56.02,1
05/2018,21.0,4
05/2018,453.0,1
05/2018,224.0,2
05/2018,216.0,2
05/2018,60.0,1
05/2018,575.0,1
05/2018,381.0,2
05/2018,348.0,1
05/2018,110.0,3
05/2018,286.0,2
05/2018,7.01,1
05/2018,234.0,3
05/2018,523.0,2
05/2018,429.01,1
05/2018,779.07,1
05/2018,146.01,3
05/2018,401.02,1
05/2018,258.0,1
05/2018,347.0,1
05/2018,131.0,3
05/2018,34.0,4
05/2018,143.0,3
05/2018,54.0,3
05/2018,1220.0,3
05/2018,436.0,3
05/2018,167.0,7
05/2018,433.0,1
05/2018,910.0,5
05/2018,10.01,1
05/2018,221.02,3
05/2018,561.0,1
05/2018,466.0,1
05/2018,257.0,6
05/2018,374.0,1
05/2018,1126.0,1
05/2018,291.0,5
05/2018,321.0,1
05/2018,216.01,1
05/2018,81.0,5
05/2018,271.02,1
05/2018,236.0,6
05/2018,30.02,4
05/2018,646.0,1
05/2018,127.0,4
05/2018,426.0,2
05/2018,417.0,3
05/2018,353.02,1
05/2018,1144.0,1
05/2018,498.0,1
05/2018,169.01,2
05/2018,97.01,3
05/2018,125.0,2
05/2018,352.0,3
05/2018,16.0,1
05/2018,78.0,3
05/2018,389.0,2
05/2018,112.01,1
05/2018,237.04,1
05/2018,988.0,1
05/2018,527.0,2
05/2018,126.0,1
05/2018,900.0,3
05/2018,111.0,5
05/2018,336.0,4
05/2018,63.0,2
05/2018,519.0,1
05/2018,233.01,1
05/2018,253.0,1
05/2018,503.0,1
05/2018,1403.0,1
05/2018,177.02,2
05/2018,1529.01,1
05/2018,532.0,1
05/2018,359.0,2
05/2018,146.02,3
05/2018,210.02,2
05/2018,694.0,1
05/2018,238.0,1
05/2018,1116.0,2
05/2018,590.0,2
05/2018,141.01,1
05/2018,1118.0,1
05/2018,1227.04,2
05/2018,20.02,2
05/2018,680.0,1
05/2018,50.01,2
05/2018,1158.0,1
05/2018,77.0,2
05/2018,856.0,1
05/2018,1033.0,2
05/2018,148.0,1
05/2018,26.02,2
05/2018,170.15,1
05/2018,572.0,3
05/2018,163.0,7
05/2018,245.02,3
05/2018,124.0,2
05/2018,623.0,1
05/2018,391.0,4
05/2018,27.02,1
05/2018,330.0,3
05/2018,170.05,1
05/2018,299.0,2
05/2018,524.0,1
05/2018,425.0,1
05/2018,189.02,1
05/2018,398.0,1
05/2018,357.0,1
05/2018,226.02,1
05/2018,392.0,3
05/2018,158.02,1
05/2018,227.0,3
05/2018,450.0,1
05/2018,164.0,4
05/2018,469.02,1
05/2018,539.01,1
05/2018,984.0,1
05/2018,650.0,2
05/2018,235.0,1
05/2018,235.02,3
05/2018,20.0,2
05/2018,726.0,2
05/2018,462.08,1
05/2018,149.02,1
05/2018,1507.02,1
05/2018,154.01,3
05/2018,982.0,2
05/2018,128.0,1
05/2018,207.01,1
05/2018,165.0,4
05/2018,26.01,1
05/2018,18.0,1
05/2018,210.0,4
05/2018,55.01,2
05/2018,284.0,1
05/2018,337.0,3
05/2018,1227.03,1
05/2018,33.0,3
05/2018,40.03,2
05/2018,360.01,1
05/2018,393.0,1
05/2018,351.0,1
05/2018,160.0,1
05/2018,136.03,1
05/2018,431.0,1
05/2018,146.07,1
05/2018,224.04,2
05/2018,757.01,1
05/2018,55.02,6
05/2018,46.0,2
05/2018,656.0,1
05/2018,1441.0,1
05/2018,664.03,2
05/2018,431.01,1
05/2018,29.02,1
05/2018,312.0,1
05/2018,550.0,1
05/2018,1579.02,2
05/2018,266.01,1
05/2018,383.03,2
05/2018,516.01,1
05/2018,840.0,1
05/2018,719.0,1
05/2018,752.0,2
05/2018,707.0,1
05/2018,62.0,4
05/2018,317.02,2
05/2018,118.0,1
05/2018,598.0,1
05/2018,99.01,2
05/2018,462.07,2
05/2018,244.01,1
05/2018,1010.03,1
05/2018,997.04,2
05/2018,382.0,1
05/2018,565.0,1
05/2018,274.0,1
05/2018,355.0,3
05/2018,112.0,1
05/2018,26.0,1
05/2018,89.0,1
05/2018,1184.0,2
05/2018,317.0,1
05/2018,423.0,1
05/2018,954.0,2
05/2018,1010.02,1
05/2018,375.04,1
05/2018,133.02,1
05/2018,319.0,1
05/2018,497.0,2
05/2018,595.01,2
05/2018,633.02,2
05/2018,246.0,1
05/2018,76.0,1
05/2018,779.06,1
05/2018,836.0,1
05/2018,147.0,2
05/2018,232.0,2
05/2018,399.01,1
05/2018,92.01,1
05/2018,76.01,1
05/2018,18.03,1
05/2018,484.01,1
05/2018,1085.0,2
05/2018,1171.0,1
05/2018,158.01,1
05/2018,411.0,2
05/2018,33.02,1
05/2018,7.02,1
05/2018,746.0,1
05/2018,403.02,1
05/2018,566.0,2
05/2018,144.02,2
05/2018,964.0,2
05/2018,582.0,1
05/2018,1017.0,1
05/2018,207.0,2
05/2018,245.01,2
05/2018,341.0,1
05/2018,36.01,2
05/2018,88.0,1
05/2018,185.02,1
05/2018,206.01,2
05/2018,10.02,2
05/2018,403.04,1
05/2018,44.0,1
05/2018,373.0,2
05/2018,377.0,1
05/2018,62.01,1
05/2018,421.0,2
05/2018,260.0,1
05/2018,446.0,1
05/2018,482.0,1
05/2018,213.03,1
05/2018,99.03,1
05/2018,121.01,1
05/2018,449.01,1
05/2018,185.01,1
05/2018,632.0,1
05/2018,201.02,1
05/2018,265.01,1
05/2018,1241.0,2
05/2018,361.0,1
05/2018,130.0,1
05/2018,378.0,1
05/2018,198.0,1
05/2018,525.0,2
05/2018,443.0,1
05/2018,610.02,1
05/2018,182.0,4
05/2018,327.0,1
05/2018,1133.0,1
05/2018,306.0,1
05/2018,86.0,1
05/2018,334.0,1
05/2018,435.0,1
05/2018,40.01,1
05/2018,1032.02,1
05/2018,22.01,1
05/2018,233.0,1
05/2018,533.0,1
05/2018,1058.01,1
05/2018,351.02,1
05/2018,212.0,2
05/2018,253.01,1
05/2018,939.0,2
05/2018,871.0,1
05/2018,1617.0,2
05/2018,1128.0,1
05/2018,724.0,1
05/2018,1093.0,1
05/2018,148.02,1
05/2018,73.0,1
05/2018,139.0,1
05/2018,349.01,1
05/2018,441.0,1
05/2018,1227.02,1
05/2018,147.01,2
05/2018,383.01,1
05/2018,816.0,1
05/2018,155.0,1
05/2018,794.0,1
05/2018,36.0,1
05/2018,448.0,1
05/2018,517.0,2
05/2018,862.0,1
05/2018,226.0,4
05/2018,492.01,1
05/2018,600.0,1
05/2018,596.0,1
05/2018,1146.0,1
05/2018,543.0,1
05/2018,929.0,1
05/2018,356.0,1
05/2018,1029.0,1
05/2018,400.0,1
05/2018,224.03,1
05/2018,741.0,1
05/2018,760.0,1
05/2018,462.05,1
05/2018,248.0,1
05/2018,146.04,2
05/2018,221.01,1
05/2018,459.0,1
05/2018,924.0,1
05/2018,820.0,1
05/2018,499.0,1
05/2018,309.02,1
05/2018,462.0,1
05/2018,224.01,1
05/2018,127.01,1
05/2018,495.0,1
05/2018,1110.0,1
05/2018,583.0,1
05/2018,1164.0,1
05/2018,636.0,1
05/2018,1150.0,1
05/2018,278.0,1
05/2018,313.0,1
05/2018,141.0,1
05/2018,303.0,1
05/2018,52.01,1
05/2018,183.02,1
05/2018,1267.0,1
05/2018,200.0,2
04/2018,23.0,3
04/2018,379.0,9
04/2018,15.02,7
04/2018,20.0,1
04/2018,170.0,9
04/2018,372.0,1
04/2018,68.0,3
04/2018,51.0,9
04/2018,1579.02,2
04/2018,945.0,1
04/2018,197.02,2
04/2018,40.04,2
04/2018,892.0,3
04/2018,231.0,5
04/2018,238.0,2
04/2018,279.0,10
04/2018,145.0,4
04/2018,484.01,1
04/2018,446.0,1
04/2018,40.03,1
04/2018,50.0,3
04/2018,261.0,2
04/2018,213.03,2
04/2018,216.02,1
04/2018,798.02,2
04/2018,545.0,2
04/2018,1214.0,3
04/2018,281.0,1
04/2018,929.0,5
04/2018,81.0,7
04/2018,7.02,3
04/2018,215.02,3
04/2018,291.0,4
04/2018,404.0,4
04/2018,168.0,4
04/2018,324.0,4
04/2018,303.0,2
04/2018,355.0,1
04/2018,451.01,2
04/2018,217.0,2
04/2018,462.0,4
04/2018,383.01,2
04/2018,966.0,1
04/2018,103.0,2
04/2018,415.0,4
04/2018,210.01,3
04/2018,391.0,3
04/2018,129.01,4
04/2018,5.01,1
04/2018,29.01,4
04/2018,25.0,6
04/2018,432.0,1
04/2018,544.0,1
04/2018,386.0,4
04/2018,1106.0,3
04/2018,263.0,6
04/2018,253.0,3
04/2018,889.03,1
04/2018,226.0,1
04/2018,519.0,1
04/2018,1032.01,5
04/2018,964.0,4
04/2018,110.0,5
04/2018,269.0,6
04/2018,492.01,2
04/2018,73.0,12
04/2018,188.0,2
04/2018,106.01,1
04/2018,199.0,5
04/2018,797.01,1
04/2018,62.01,3
04/2018,232.0,10
04/2018,241.0,5
04/2018,394.0,2
04/2018,856.0,1
04/2018,139.0,2
04/2018,462.07,4
04/2018,779.06,4
04/2018,1152.0,1
04/2018,179.0,4
04/2018,516.01,4
04/2018,8.0,7
04/2018,395.0,2
04/2018,234.0,4
04/2018,1.02,1
04/2018,443.0,1
04/2018,1078.0,3
04/2018,224.0,2
04/2018,908.0,3
04/2018,30.01,5
04/2018,172.0,10
04/2018,243.02,3
04/2018,4.0,2
05/2018,217.0,2
05/2018,892.0,1
05/2018,364.0,1
05/2018,150.02,1
05/2018,822.0,2
05/2018,310.0,1
05/2018,99.02,1
05/2018,293.02,1
05/2018,892.01,1
05/2018,432.0,1
05/2018,215.02,1
05/2018,660.0,1
05/2018,824.0,2
05/2018,557.0,1
05/2018,1210.0,2
05/2018,1172.02,1
05/2018,696.02,1
05/2018,259.0,2
05/2018,1277.0,1
05/2018,637.0,1
05/2018,654.0,1
05/2018,1621.0,1
05/2018,56.01,1
05/2018,442.0,1
05/2018,1333.0,1
05/2018,654.01,1
05/2018,770.0,1
05/2018,1265.0,1
04/2018,222.0,6
04/2018,973.0,6
04/2018,796.01,1
04/2018,251.0,8
04/2018,321.0,2
04/2018,171.0,2
04/2018,156.02,1
04/2018,540.0,1
04/2018,235.01,4
04/2018,200.0,4
04/2018,39.0,7
04/2018,739.0,2
04/2018,208.03,1
04/2018,132.0,1
04/2018,896.0,3
04/2018,363.0,4
04/2018,1237.0,1
04/2018,184.0,2
04/2018,612.0,2
04/2018,271.0,2
04/2018,62.02,4
04/2018,237.0,4
04/2018,175.0,4
04/2018,157.0,5
04/2018,1441.0,1
04/2018,774.0,2
04/2018,974.0,2
04/2018,211.0,12
04/2018,508.0,1
04/2018,43.0,18
04/2018,285.0,4
04/2018,655.01,1
04/2018,117.0,1
04/2018,55.02,2
04/2018,96.02,1
04/2018,162.0,3
04/2018,38.0,4
04/2018,327.0,3
04/2018,209.01,1
04/2018,1579.01,1
04/2018,1134.0,3
04/2018,99.01,2
04/2018,431.01,1
04/2018,183.02,1
04/2018,388.0,3
04/2018,335.0,3
04/2018,348.0,4
04/2018,216.01,2
04/2018,85.0,4
04/2018,434.0,2
04/2018,417.0,2
04/2018,671.0,1
04/2018,443.01,2
04/2018,216.0,4
04/2018,70.0,1
04/2018,233.01,3
04/2018,30.02,1
04/2018,942.01,2
04/2018,998.02,1
04/2018,245.0,8
04/2018,219.0,3
04/2018,32.0,5
04/2018,311.0,6
04/2018,694.0,1
04/2018,1122.0,1
04/2018,108.02,3
04/2018,853.0,2
04/2018,319.0,2
04/2018,201.02,2
04/2018,972.02,1
04/2018,494.0,1
04/2018,213.0,1
04/2018,779.04,1
04/2018,470.0,3
04/2018,182.0,3
04/2018,944.01,1
04/2018,71.0,5
04/2018,266.0,3
04/2018,218.0,2
04/2018,26.01,2
04/2018,136.03,1
04/2018,102.0,3
04/2018,165.0,3
04/2018,239.0,2
04/2018,2.02,5
04/2018,664.03,1
04/2018,274.02,2
04/2018,317.02,1
04/2018,277.0,8
04/2018,28.0,4
04/2018,632.0,1
04/2018,998.0,1
04/2018,93.0,3
04/2018,287.0,3
04/2018,93.01,2
04/2018,1104.0,1
04/2018,214.0,4
04/2018,784.0,1
04/2018,500.0,2
04/2018,201.0,4
04/2018,247.0,7
04/2018,52.0,2
04/2018,373.0,3
04/2018,131.0,3
04/2018,92.0,2
05/2018,972.05,1
05/2018,217.03,1
05/2018,214.0,1
05/2018,880.0,1
05/2018,277.05,1
05/2018,696.01,1
05/2018,31.01,1
05/2018,944.01,1
05/2018,58.0,1
05/2018,159.0,1
05/2018,866.0,1
05/2018,335.0,1
05/2018,156.01,1
05/2018,30.0,1
05/2018,625.0,1
05/2018,1008.03,1
04/2018,244.02,2
04/2018,338.0,1
04/2018,142.01,2
04/2018,1385.01,1
04/2018,173.0,5
04/2018,360.0,1
04/2018,1097.0,2
04/2018,151.01,2
04/2018,665.01,1
04/2018,762.0,2
04/2018,163.0,7
04/2018,407.01,1
04/2018,760.0,2
04/2018,53.01,3
04/2018,1012.0,1
04/2018,27.01,2
04/2018,1039.0,1
04/2018,294.0,5
04/2018,550.0,2
04/2018,340.0,2
04/2018,1196.0,1
04/2018,1166.0,1
04/2018,300.0,3
04/2018,167.0,4
04/2018,462.03,6
04/2018,411.0,2
04/2018,347.0,2
04/2018,225.0,4
04/2018,515.0,1
04/2018,431.02,1
04/2018,382.0,4
04/2018,67.0,10
04/2018,1014.0,1
04/2018,134.0,6
04/2018,183.0,4
04/2018,75.0,4
04/2018,341.0,2
04/2018,229.02,1
04/2018,420.0,3
04/2018,143.0,6
04/2018,135.01,1
04/2018,381.0,5
04/2018,882.0,3
04/2018,780.0,1
04/2018,431.0,1
04/2018,141.0,1
04/2018,972.06,1
