Time,Geoid,NumberOfReports
04/2018,36081037900,2
04/2018,36085018100,1
04/2018,36005039300,2
04/2018,36005037100,2
04/2018,36061012000,3
04/2018,36005016100,2
04/2018,36005028300,1
04/2018,36081008500,1
04/2018,36047049200,2
04/2018,36085017009,1
04/2018,36047051700,2
04/2018,36081071303,2
04/2018,36061018600,2
04/2018,36005038000,5
04/2018,36005026900,3
04/2018,36047039200,1
04/2018,36047111600,1
04/2018,36047007700,1
04/2018,36047059800,1
04/2018,36047077000,2
04/2018,36081027100,1
04/2018,36047032800,1
04/2018,36047005400,1
04/2018,36085018901,1
04/2018,36081047300,2
04/2018,36061023600,6
04/2018,36005022101,1
04/2018,36047107000,2
04/2018,36061004000,3
04/2018,36061019900,1
04/2018,36005021900,1
04/2018,36061017900,2
04/2018,36005006300,2
04/2018,36047004400,1
04/2018,36047034500,4
04/2018,36061014601,1
04/2018,36061016500,2
04/2018,36081071304,1
05/2018,36047009400,1
05/2018,36047117602,1
05/2018,36061013200,1
05/2018,36061022900,1
05/2018,36047068600,1
05/2018,36005033600,1
05/2018,36047006800,1
05/2018,36005014300,1
05/2018,36061000900,1
05/2018,36005023302,1
05/2018,36005028300,1
05/2018,36085011402,1
05/2018,36005021700,1
05/2018,36081028000,1
05/2018,36005042100,1
05/2018,36061018200,1
05/2018,36085017600,1
05/2018,36047050400,1
05/2018,36061022800,1
05/2018,36081045500,1
04/2018,36005029500,2
04/2018,36047054600,1
04/2018,36005023502,1
04/2018,36047019100,1
04/2018,36047081000,1
04/2018,36047006700,2
04/2018,36081040100,1
04/2018,36047116400,1
04/2018,36047028800,1
04/2018,36047101600,1
04/2018,36005017500,2
04/2018,36061018700,1
04/2018,36005019300,4
04/2018,36047016300,1
04/2018,36081050201,1
04/2018,36061001001,4
04/2018,36081012500,1
04/2018,36081003300,2
04/2018,36061009200,1
04/2018,36047057500,1
04/2018,36047002200,1
04/2018,36085007500,1
04/2018,36061011500,1
04/2018,36061002602,4
04/2018,36047047000,2
04/2018,36005046000,3
04/2018,36005029301,1
04/2018,36081092200,1
04/2018,36005023000,2
04/2018,36005044400,1
04/2018,36047082000,2
04/2018,36005043600,3
04/2018,36005029302,2
04/2018,36081030903,1
04/2018,36005011000,1
04/2018,36061019500,2
04/2018,36081086500,3
04/2018,36047059300,1
04/2018,36005040800,2
04/2018,36047102600,1
04/2018,36047092800,1
04/2018,36005039600,2
04/2018,36047051200,1
04/2018,36005017701,1
04/2018,36005014701,5
04/2018,36047096000,1
04/2018,36005004100,2
04/2018,36061003700,2
04/2018,36085003900,2
04/2018,36005007300,1
04/2018,36061004900,6
04/2018,36047008400,2
04/2018,36081101001,1
04/2018,36047019900,2
04/2018,36047091000,4
04/2018,36047054300,2
04/2018,36081029100,1
04/2018,36061016100,3
04/2018,36061013700,1
04/2018,36005026702,1
04/2018,36061025300,1
04/2018,36081015400,1
04/2018,36005012500,3
04/2018,36047066600,2
04/2018,36005006500,1
04/2018,36047015400,1
04/2018,36061003300,2
04/2018,36047034200,6
04/2018,36005042902,1
04/2018,36047069800,2
04/2018,36061003900,1
04/2018,36061024900,2
04/2018,36047028300,3
04/2018,36005006700,4
04/2018,36047019600,1
04/2018,36081152902,1
04/2018,36061005400,2
04/2018,36005038800,1
04/2018,36081139900,1
04/2018,36047055800,1
04/2018,36047038100,2
04/2018,36081071305,1
04/2018,36005036501,1
04/2018,36005017702,3
04/2018,36061013200,2
04/2018,36081009800,1
04/2018,36005005902,2
04/2018,36081083700,1
04/2018,36085008100,3
04/2018,36061016900,4
04/2018,36047028400,2
04/2018,36047025600,1
04/2018,36081028900,2
04/2018,36047047700,1
04/2018,36047014100,5
04/2018,36005002800,1
04/2018,36047116000,1
04/2018,36005038500,2
04/2018,36047048200,1
04/2018,36081026600,1
04/2018,36047023400,1
04/2018,36047053900,1
04/2018,36061015400,3
04/2018,36005009000,4
04/2018,36081039800,3
04/2018,36047086600,1
04/2018,36047086200,1
04/2018,36081065400,2
04/2018,36081050600,1
04/2018,36047023100,2
04/2018,36085013800,2
04/2018,36047030800,1
04/2018,36061000600,2
04/2018,36005024300,2
04/2018,36005022901,2
04/2018,36047004100,2
04/2018,36061012500,2
04/2018,36005024501,4
04/2018,36005033000,3
04/2018,36081075702,1
04/2018,36047112600,2
04/2018,36081147900,2
04/2018,36061004100,2
04/2018,36047008500,2
04/2018,36081031700,1
04/2018,36047074400,1
04/2018,36047080000,1
04/2018,36081018501,1
04/2018,36081120500,1
04/2018,36085017012,1
04/2018,36085019800,3
04/2018,36047120800,2
04/2018,36047005800,1
04/2018,36005028900,1
04/2018,36047117602,1
04/2018,36081077907,1
04/2018,36081032900,1
04/2018,36047091200,1
04/2018,36081157102,1
04/2018,36085020801,1
04/2018,36047105801,1
04/2018,36061011100,3
04/2018,36005044200,2
04/2018,36005014400,2
04/2018,36081010200,1
04/2018,36047089400,1
04/2018,36047001500,2
04/2018,36047019300,2
04/2018,36061011300,1
04/2018,36047114202,1
04/2018,36081051200,2
04/2018,36047050803,4
04/2018,36047102200,2
04/2018,36047082600,1
04/2018,36081027600,1
04/2018,36005002702,1
04/2018,36047023300,2
04/2018,36081019800,1
04/2018,36061015601,2
04/2018,36061001800,3
04/2018,36047034300,4
04/2018,36005035100,1
04/2018,36047079200,2
04/2018,36047085800,2
04/2018,36061014000,2
04/2018,36081059100,2
04/2018,36081061301,1
04/2018,36047017200,1
04/2018,36061001300,2
04/2018,36047055500,3
04/2018,36005000400,1
04/2018,36047059600,1
04/2018,36081037600,1
04/2018,36047043300,2
04/2018,36081028700,1
04/2018,36085001100,1
04/2018,36081007900,1
04/2018,36081122300,1
04/2018,36005025700,1
04/2018,36005003100,1
04/2018,36061020600,1
04/2018,36081022001,1
04/2018,36085027702,1
04/2018,36047038300,2
04/2018,36047036100,3
04/2018,36061006500,3
04/2018,36005028400,1
04/2018,36047052500,1
04/2018,36047033900,1
04/2018,36047052900,1
04/2018,36081025400,2
04/2018,36047035900,1
04/2018,36047029700,1
04/2018,36061001402,1
04/2018,36061009100,1
04/2018,36061018000,4
04/2018,36005042100,2
04/2018,36061014602,2
04/2018,36061005900,6
04/2018,36005003700,1
04/2018,36061002201,2
04/2018,36047022100,1
04/2018,36081014400,1
04/2018,36005023702,1
04/2018,36061011900,3
04/2018,36081057700,2
04/2018,36005015300,4
04/2018,36047112000,1
04/2018,36005012901,2
04/2018,36005002500,1
04/2018,36005024700,1
04/2018,36005002400,2
04/2018,36005042400,1
04/2018,36005039200,1
04/2018,36005005001,1
04/2018,36061024200,2
04/2018,36005007800,1
04/2018,36047018100,4
04/2018,36047040300,1
04/2018,36047029400,2
04/2018,36047061600,1
04/2018,36061021703,1
04/2018,36061018400,1
04/2018,36005040302,2
04/2018,36081008700,2
04/2018,36047030700,2
04/2018,36061007200,3
04/2018,36047065200,1
04/2018,36005040502,1
04/2018,36047095400,1
04/2018,36081018300,1
04/2018,36005034800,1
04/2018,36005039800,2
04/2018,36081161700,1
04/2018,36047029100,1
04/2018,36061016300,1
04/2018,36047051800,2
04/2018,36061010602,1
04/2018,36005041100,1
04/2018,36047012700,3
04/2018,36081027800,1
04/2018,36061007400,3
04/2018,36005014900,1
04/2018,36081012301,3
04/2018,36085002900,1
04/2018,36081015300,1
04/2018,36061024301,1
04/2018,36047026700,1
04/2018,36047008200,2
04/2018,36005011502,1
04/2018,36061018900,3
04/2018,36047000100,3
04/2018,36047043500,1
04/2018,36081002600,1
04/2018,36081033000,1
04/2018,36081071306,1
04/2018,36047152200,1
04/2018,36061016400,1
04/2018,36047064200,1
04/2018,36061022000,2
04/2018,36061008700,3
04/2018,36047016200,1
04/2018,36047020000,1
04/2018,36081016300,3
04/2018,36081035800,1
04/2018,36047006900,3
04/2018,36005045800,2
04/2018,36047067000,1
04/2018,36081007100,1
04/2018,36061019701,1
04/2018,36061022900,3
04/2018,36047075000,1
04/2018,36061006600,1
04/2018,36081079000,1
04/2018,36081124100,1
04/2018,36047056000,1
04/2018,36005006800,1
04/2018,36061021000,3
04/2018,36047024700,1
04/2018,36061025500,1
04/2018,36005015100,1
04/2018,36061019300,1
04/2018,36061005501,1
04/2018,36047069000,1
04/2018,36047050400,1
04/2018,36047021500,2
04/2018,36047038200,2
04/2018,36061008900,2
04/2018,36005022300,1
04/2018,36005027700,2
04/2018,36061009800,2
04/2018,36081085900,1
04/2018,36047062200,1
04/2018,36081069300,1
04/2018,36061019800,2
04/2018,36081003000,1
04/2018,36081042400,1
04/2018,36005013500,1
04/2018,36061023801,1
04/2018,36081091601,2
04/2018,36047000900,1
04/2018,36047122000,4
04/2018,36047046000,1
04/2018,36061012800,1
04/2018,36085014606,1
04/2018,36081088400,1
04/2018,36061023000,2
04/2018,36081010800,1
04/2018,36081051700,2
04/2018,36061015700,2
04/2018,36005041800,1
04/2018,36047053200,1
04/2018,36047051002,1
04/2018,36081046300,1
04/2018,36085014604,1
04/2018,36005019500,2
04/2018,36005025500,2
04/2018,36005022200,3
04/2018,36005020601,3
04/2018,36047003700,1
04/2018,36061008300,1
04/2018,36047014900,1
04/2018,36047096400,1
04/2018,36081061800,1
04/2018,36081056600,1
04/2018,36061016700,3
04/2018,36005042800,1
04/2018,6037207400,1
04/2018,36061008100,2
04/2018,36081052500,1
04/2018,36061012600,2
04/2018,36085017300,1
04/2018,36005021302,1
04/2018,36081068000,1
04/2018,36061012700,2
04/2018,36085002100,1
04/2018,36047017000,1
04/2018,36061007900,1
04/2018,36081026700,2
04/2018,36047031100,3
04/2018,36047007800,1
04/2018,36005020200,1
04/2018,36047045000,2
04/2018,36005026400,1
04/2018,36005005400,2
04/2018,36081118700,1
04/2018,36047057400,1
04/2018,36005005600,1
04/2018,36081041300,1
04/2018,36005034500,1
04/2018,36005020000,1
04/2018,36061002400,2
04/2018,36047033600,2
04/2018,36047032600,3
04/2018,36081026400,1
04/2018,36047065600,1
04/2018,36081103300,1
04/2018,36047013000,1
04/2018,36047044100,2
04/2018,36047006000,1
04/2018,36047044900,3
04/2018,36047017700,1
04/2018,36047049700,4
04/2018,36005014300,2
04/2018,36005022404,1
04/2018,36081017000,1
04/2018,36047032500,2
04/2018,36047040400,1
04/2018,36047111800,1
04/2018,36081142900,1
04/2018,36081072300,1
04/2018,36081029500,1
04/2018,36047048000,1
04/2018,36081011200,1
04/2018,36081056800,1
04/2018,36081117500,2
04/2018,36061023501,2
04/2018,36081024900,1
04/2018,36081122701,2
04/2018,36047090600,1
04/2018,36081016600,2
04/2018,36047049300,2
04/2018,36047027700,1
04/2018,36005031400,2
04/2018,36061003601,1
04/2018,36081105900,1
04/2018,36061010300,1
04/2018,36081016900,1
04/2018,36047005900,1
04/2018,36005029700,2
04/2018,36081037700,1
04/2018,36061025700,2
04/2018,36047013100,1
04/2018,36061000500,1
04/2018,36081002400,1
04/2018,36061007800,1
04/2018,36061008601,1
04/2018,36081017600,1
04/2018,36005041900,2
04/2018,36005025400,1
04/2018,36005012300,1
04/2018,36005026602,1
04/2018,36047044200,1
04/2018,36061008000,1
04/2018,36085017008,1
04/2018,36047049600,1
04/2018,36005003500,1
04/2018,36047039400,1
04/2018,36047038500,1
04/2018,36081058000,1
04/2018,36081112900,2
04/2018,36047115600,1
04/2018,36047053500,2
04/2018,36085029104,2
04/2018,36005009600,1
04/2018,36005040303,1
04/2018,36081050400,1
04/2018,36047003100,1
04/2018,36081005300,1
04/2018,36081025800,1
04/2018,36081027300,1
04/2018,36047019000,1
04/2018,36047050801,1
04/2018,36081115700,1
04/2018,36081027900,1
04/2018,36061019000,2
04/2018,36061015001,1
04/2018,36047112400,1
04/2018,36081095400,1
04/2018,36081018502,1
04/2018,36047098200,3
04/2018,36047029800,1
04/2018,36005018102,1
04/2018,36081018200,1
04/2018,36047016100,1
04/2018,36081090700,1
04/2018,36081006100,2
04/2018,36047051100,2
04/2018,36085031902,1
04/2018,36061001200,1
04/2018,36081044302,1
04/2018,36081036100,1
04/2018,36005004600,1
04/2018,36061007000,1
04/2018,36047099600,1
04/2018,36061012100,1
04/2018,36061014802,1
04/2018,36061007100,1
04/2018,36081157101,1
04/2018,36005015500,2
04/2018,36047114201,1
04/2018,36061004800,1
04/2018,36047089000,1
04/2018,36047095800,1
04/2018,36081021200,1
04/2018,36061009700,1
04/2018,36005013300,1
04/2018,36061017401,2
04/2018,36047037000,1
04/2018,36047003900,1
04/2018,36061022700,1
04/2018,36061026300,2
04/2018,36005012701,1
04/2018,36047099400,1
04/2018,36005016900,1
04/2018,36061022102,1
04/2018,36047087800,1
04/2018,36081092500,1
04/2018,36005023302,1
04/2018,36081150701,1
04/2018,36005039902,1
04/2018,36005022703,1
04/2018,36085017700,1
04/2018,36047001300,1
04/2018,36047072200,1
04/2018,36081043702,1
04/2018,36061018100,1
04/2018,36005021002,1
04/2018,36047119800,1
04/2018,36047121000,3
04/2018,36081010100,1
04/2018,36081046700,1
04/2018,36085006700,1
04/2018,36061000900,1
04/2018,36005023200,1
04/2018,36081144700,1
04/2018,36085018702,1
04/2018,36085020804,1
04/2018,36047035200,1
04/2018,36047042900,1
04/2018,36061015200,1
04/2018,36005046202,1
04/2018,36005011900,1
04/2018,36005035900,1
04/2018,36081033900,2
04/2018,36081070700,1
04/2018,36081162100,1
03/2018,36005024700,1
03/2018,36061013500,1
03/2018,36061015100,4
03/2018,36005033201,2
03/2018,36047073600,2
03/2018,36047005300,3
03/2018,36005005300,2
03/2018,36061019100,7
03/2018,36081129102,2
03/2018,36061006800,1
03/2018,36081050000,2
03/2018,36061014300,9
03/2018,36005026300,4
03/2018,36005023704,3
03/2018,36047031100,4
03/2018,36047000900,1
03/2018,36047111000,3
03/2018,36061024200,4
03/2018,36005046201,22
03/2018,36061012100,2
03/2018,36047110400,2
03/2018,36081049900,1
03/2018,36061009000,1
03/2018,36047111800,4
03/2018,36005014701,6
03/2018,36047080600,4
03/2018,36047009200,1
03/2018,36047036300,2
03/2018,36005013300,8
03/2018,36047095800,2
03/2018,36047113200,2
03/2018,36047032600,6
04/2018,36081077902,1
04/2018,36081005400,1
04/2018,36081065600,1
04/2018,36047006500,2
04/2018,36047025300,1
04/2018,36061022301,1
04/2018,36081055600,1
04/2018,36047035300,1
04/2018,36081046900,1
04/2018,36005021800,1
04/2018,36081058900,1
04/2018,36005013100,1
04/2018,36005040304,1
04/2018,36081044601,1
04/2018,36047044700,1
04/2018,36061014402,1
03/2018,36081097202,2
03/2018,36005017702,5
03/2018,36005011502,3
03/2018,36061007200,7
03/2018,36061012500,1
03/2018,36005021601,6
03/2018,36047031900,3
03/2018,36005030200,10
03/2018,36005041900,1
03/2018,36005009000,9
03/2018,36047041300,1
03/2018,36085010500,1
03/2018,36061012700,4
03/2018,36081101001,5
03/2018,36005018900,3
03/2018,36005013800,3
03/2018,36061030900,4
03/2018,36081052100,1
03/2018,36061002202,1
03/2018,36005015300,3
03/2018,36047036600,1
03/2018,36047039900,2
03/2018,36085014604,4
03/2018,36085002900,1
03/2018,36061017300,5
03/2018,36061018000,3
03/2018,36061024302,3
03/2018,36061019400,4
03/2018,36047021100,3
03/2018,36047045800,2
03/2018,36061003001,4
03/2018,36081025800,2
03/2018,36005001600,1
03/2018,36047030700,7
03/2018,36081097203,2
03/2018,36081066400,2
03/2018,36061022900,5
03/2018,36047051601,2
03/2018,36081045700,1
03/2018,36081115700,1
03/2018,36061003002,6
03/2018,36081006900,1
03/2018,36005005100,4
03/2018,36047090800,2
03/2018,36047025400,1
03/2018,36005018301,2
03/2018,36047026700,4
03/2018,36047018300,1
03/2018,36081036100,1
03/2018,36005000400,1
03/2018,36047116200,1
03/2018,36081001000,1
03/2018,36061012200,2
03/2018,36047034700,4
03/2018,36005039400,4
03/2018,36081150701,1
03/2018,36081157901,3
03/2018,36005013100,4
03/2018,36047035900,5
03/2018,36081118500,1
03/2018,36005037300,2
03/2018,36005038302,3
03/2018,36081011100,3
03/2018,36005030000,1
03/2018,36061013900,10
03/2018,36085009602,2
03/2018,36061016200,4
03/2018,36047055100,1
03/2018,36005002500,4
03/2018,36047122000,4
03/2018,36047024000,1
03/2018,36047056000,1
03/2018,36047121400,3
03/2018,36061017000,2
03/2018,36061021703,7
03/2018,36061013300,6
03/2018,36085003900,4
03/2018,36047114201,2
03/2018,36047051900,3
03/2018,36047025300,2
03/2018,36061024500,3
03/2018,36047023600,3
03/2018,36005006700,1
03/2018,36061023100,5
03/2018,36081000700,1
03/2018,36047032900,1
03/2018,36047032700,1
03/2018,36081023500,2
03/2018,36005022902,2
03/2018,36005022500,4
03/2018,36047051300,6
03/2018,36005033500,3
03/2018,36081124100,3
03/2018,36081114100,1
03/2018,36061030300,2
03/2018,36005039500,4
03/2018,36081049200,1
03/2018,36047080800,2
03/2018,36085024402,1
03/2018,36047050803,2
03/2018,36061026100,2
03/2018,36085023100,3
03/2018,36005013500,2
04/2018,36061004700,1
04/2018,36061014200,1
04/2018,36047005202,1
04/2018,36005004200,1
04/2018,36047086800,1
04/2018,36047080600,1
04/2018,36081137700,2
04/2018,36005005200,1
04/2018,36061022500,1
04/2018,36047078600,1
04/2018,36061020500,1
04/2018,36005026500,1
04/2018,36005029600,1
04/2018,36047048600,1
03/2018,36005040302,1
03/2018,36081079200,2
03/2018,36047019400,1
03/2018,36047035200,2
03/2018,36005006000,2
03/2018,36085027301,1
03/2018,36061000600,7
03/2018,36047028300,4
03/2018,36061001300,5
03/2018,36081138501,1
03/2018,36085027302,2
03/2018,36061019500,4
03/2018,36081006502,3
03/2018,36047027500,2
03/2018,36081076901,1
03/2018,36061013400,2
03/2018,36047057200,1
03/2018,36061014500,1
03/2018,36081002500,2
03/2018,36005034300,2
03/2018,36047041900,4
03/2018,36005022901,1
03/2018,36005007800,2
03/2018,36061015300,3
03/2018,36081044601,4
03/2018,36061023700,3
03/2018,36005016900,2
03/2018,36005002000,3
03/2018,36061002201,4
03/2018,36005034000,1
03/2018,36085003600,2
03/2018,36061003800,7
03/2018,36081103900,2
03/2018,36081133300,3
03/2018,36005044901,2
03/2018,36047090000,2
03/2018,36005006900,1
03/2018,36061023300,2
03/2018,36005036800,2
03/2018,36061027300,2
03/2018,36085002002,2
03/2018,36047098200,2
03/2018,36005040600,1
03/2018,36081000100,1
03/2018,36081014202,2
03/2018,36061004700,3
03/2018,36081008300,1
03/2018,36061018400,5
03/2018,36061025300,4
03/2018,36081012500,2
03/2018,36005039902,4
03/2018,36081027700,2
03/2018,36047056900,1
03/2018,36081122701,1
03/2018,36005020200,1
03/2018,36005007900,3
03/2018,36005007200,1
03/2018,36085027704,1
03/2018,36081010100,2
03/2018,36081074500,1
03/2018,36005040800,1
03/2018,36005020501,3
03/2018,36081084900,1
03/2018,36047049400,1
03/2018,36081127700,1
03/2018,36047038300,3
03/2018,36081061900,1
03/2018,36005020601,2
03/2018,36005037400,2
03/2018,36047006900,3
03/2018,36081004300,2
03/2018,36005009300,3
03/2018,36047017900,2
03/2018,36005036400,2
03/2018,36081099704,1
03/2018,36005016100,4
03/2018,36061017100,5
03/2018,36047091000,9
03/2018,36047105801,1
03/2018,36061005900,1
03/2018,36005024800,2
03/2018,36061013200,2
03/2018,36005040502,2
03/2018,36085007700,2
03/2018,36005018302,1
03/2018,36081071304,1
03/2018,36085027900,1
03/2018,36081129104,2
03/2018,36061013700,5
03/2018,36047013800,1
03/2018,36061012900,1
03/2018,36061008300,2
03/2018,36061002400,5
03/2018,36047005000,1
03/2018,36081026000,1
03/2018,36061012400,2
03/2018,36081035800,1
03/2018,36061008100,9
03/2018,36005015200,2
03/2018,36047031701,1
03/2018,36047029000,1
03/2018,36081099802,1
03/2018,36061014000,2
03/2018,36047057600,1
03/2018,36061002100,4
03/2018,36081077902,4
03/2018,36061017500,2
03/2018,36061024700,1
03/2018,36005038000,2
03/2018,36061010800,3
03/2018,36081014100,1
03/2018,36047041401,2
03/2018,36061015700,2
03/2018,36047012902,1
03/2018,36005033600,3
03/2018,36061005700,1
03/2018,36081093800,2
03/2018,36047051500,1
03/2018,36081090700,2
03/2018,36085007500,1
03/2018,36081009800,1
03/2018,36061017402,2
03/2018,36061005200,2
03/2018,36081018102,2
03/2018,36061025500,2
03/2018,36047009400,1
03/2018,36061000202,4
03/2018,36005022300,3
03/2018,36061026500,2
03/2018,36005023501,1
03/2018,36005041400,2
03/2018,36061001001,3
03/2018,36081025302,2
03/2018,36081007100,1
03/2018,36047119400,1
03/2018,36085004000,2
03/2018,36005041500,2
03/2018,36061005502,2
03/2018,36005043600,2
03/2018,36047028502,1
03/2018,36061002000,2
03/2018,36047044500,1
03/2018,36047150200,2
03/2018,36081046600,1
03/2018,36047077200,2
03/2018,36061004100,1
03/2018,36061001502,5
03/2018,36047041700,2
03/2018,36047022700,2
03/2018,36061016800,4
03/2018,36061002800,2
03/2018,36081006202,1
03/2018,36005021302,1
03/2018,36061009200,1
03/2018,36047034500,8
03/2018,36081003300,3
03/2018,36047123700,3
03/2018,36047086200,2
03/2018,36085011202,1
03/2018,36081008500,1
03/2018,36005005002,1
03/2018,36047023400,3
03/2018,36081103300,1
03/2018,36047042900,2
03/2018,36005040501,2
03/2018,36081069000,2
03/2018,36005043400,1
03/2018,36061018900,7
03/2018,36005009200,2
03/2018,36005033700,1
03/2018,36047024600,1
03/2018,36047026300,2
03/2018,36081059100,1
03/2018,36061016100,2
03/2018,36081109300,2
03/2018,36061026300,3
03/2018,36061015400,4
03/2018,36061008900,3
03/2018,36047044100,1
03/2018,36005040701,3
03/2018,36005022403,3
03/2018,36061021000,2
03/2018,36005023200,2
03/2018,36047057000,2
03/2018,36061006600,2
03/2018,36005039100,2
03/2018,36005024600,2
03/2018,36047016900,2
03/2018,36061011100,4
03/2018,36005025500,1
03/2018,36005007500,3
03/2018,36047003400,1
03/2018,36061020600,1
03/2018,36061022200,2
03/2018,36005011800,3
03/2018,36005039000,2
03/2018,36047035400,1
03/2018,36005042400,1
03/2018,36081032700,2
03/2018,36047051700,3
03/2018,36047090200,1
03/2018,36061003300,1
03/2018,36061001600,1
03/2018,36047019300,4
03/2018,36061009800,1
03/2018,36047092400,3
03/2018,36061020000,2
03/2018,36047017200,2
03/2018,36061011900,2
03/2018,36061003602,3
03/2018,36061019900,1
03/2018,36061023400,3
03/2018,36061001402,2
03/2018,36005003900,7
03/2018,36085013800,1
03/2018,36047010400,2
03/2018,36081093900,1
03/2018,36081071701,1
03/2018,36047043600,1
03/2018,36047035300,2
03/2018,36005006200,3
03/2018,36047055300,1
03/2018,36061004000,1
03/2018,36061024900,1
03/2018,36081018401,1
03/2018,36047004100,2
03/2018,36047019500,2
03/2018,36061007300,1
03/2018,36061004300,14
03/2018,36061021100,7
03/2018,36047008400,2
03/2018,36005004400,1
03/2018,36081044301,1
03/2018,36047001300,2
03/2018,36047067400,1
03/2018,36005032600,1
03/2018,36005008400,1
03/2018,36047025100,2
03/2018,36047031702,1
03/2018,36005038100,3
03/2018,36081152901,2
03/2018,36061021400,1
03/2018,36061021800,1
03/2018,36081033000,2
03/2018,36061007100,1
03/2018,36061011000,2
03/2018,36005033400,2
03/2018,36081014800,1
03/2018,36061014602,2
03/2018,36047014100,3
03/2018,36081071100,1
03/2018,36005036901,1
03/2018,36081028100,1
03/2018,36005005600,3
03/2018,36005051600,3
03/2018,36081084602,1
03/2018,36047044600,1
03/2018,36081095400,2
03/2018,36047030300,1
03/2018,36081103201,1
03/2018,36047028700,4
03/2018,36061017401,6
03/2018,36081104700,2
03/2018,36047069602,4
03/2018,36047096600,1
03/2018,36061023501,3
03/2018,36061002602,5
03/2018,36005020400,2
03/2018,36047002000,1
03/2018,36081077903,1
03/2018,36005028400,1
03/2018,36047026600,1
03/2018,36081055500,1
03/2018,36085013203,2
03/2018,36047024500,2
03/2018,36047077000,1
03/2018,36005038200,3
03/2018,36047040100,1
03/2018,36061015602,2
03/2018,36061013600,3
03/2018,36061001800,2
03/2018,36005042500,3
03/2018,36047005900,3
03/2018,36081064102,1
03/2018,36047004700,1
03/2018,36005023702,1
03/2018,36085015601,3
03/2018,36047014300,3
03/2018,36081036600,2
03/2018,36085012806,1
03/2018,36061021600,4
03/2018,36005022101,1
03/2018,36005036000,1
03/2018,36061000201,1
03/2018,36047013600,2
03/2018,36061023900,1
03/2018,36081147900,2
03/2018,36005002701,1
03/2018,36047005601,3
03/2018,36085000700,2
03/2018,36081025301,1
03/2018,36061005400,1
03/2018,36061023200,1
03/2018,36047085600,1
03/2018,36061023000,5
03/2018,36047032100,2
03/2018,36005016700,2
03/2018,36081147100,3
03/2018,36061001002,1
03/2018,36047048100,2
03/2018,36005021502,3
03/2018,36005019700,1
03/2018,36081099200,1
03/2018,36047014500,1
03/2018,36047033700,1
03/2018,36005026500,2
03/2018,36047027900,1
03/2018,36081157902,2
03/2018,36047048800,1
03/2018,36081007900,3
03/2018,36047037900,2
03/2018,36081036700,1
03/2018,36061023600,2
03/2018,36047017700,3
03/2018,36081014000,3
03/2018,36047037500,1
03/2018,36005046000,4
03/2018,36005018102,2
03/2018,36005017300,2
03/2018,36085020700,1
03/2018,36081092500,1
03/2018,36047082600,1
03/2018,36047051200,2
03/2018,36081062400,2
03/2018,36061022500,1
03/2018,36081026400,1
03/2018,36047089600,1
03/2018,36047044000,1
03/2018,36085018902,2
03/2018,36085020801,3
03/2018,36061003400,3
03/2018,36085017010,4
03/2018,36081126700,1
03/2018,36005033000,2
03/2018,36061008200,2
03/2018,36047026100,4
03/2018,36047029900,1
03/2018,36061006500,3
03/2018,36005018500,1
03/2018,36005032400,1
03/2018,36081036300,1
03/2018,36005002800,1
03/2018,36081067100,1
03/2018,36047048600,1
03/2018,36047057100,2
03/2018,36061019600,2
03/2018,36081086900,1
03/2018,36005014300,4
03/2018,36047049600,1
03/2018,36081017400,1
03/2018,36005026900,1
03/2018,36081040100,1
03/2018,36081091900,1
03/2018,36047027700,1
03/2018,36081006201,1
03/2018,36061013100,5
03/2018,36047049100,3
03/2018,36047056600,1
03/2018,36047036100,1
03/2018,36061015802,2
03/2018,36047016500,1
03/2018,36005020100,3
03/2018,36085020803,1
03/2018,36085015100,1
03/2018,36081097204,1
03/2018,36005021900,1
03/2018,36061016400,1
03/2018,36061001401,1
03/2018,36061016600,4
03/2018,36081046200,1
03/2018,36081084000,2
03/2018,36005048400,1
03/2018,36085019800,2
03/2018,36081098700,2
03/2018,36061021900,2
03/2018,36061018300,1
03/2018,36081071900,3
03/2018,36061008400,1
03/2018,36081008800,1
03/2018,36047016300,1
03/2018,36005001900,4
03/2018,36081027100,2
03/2018,36061001501,4
03/2018,36081018300,4
03/2018,36005026602,1
03/2018,36047093200,1
03/2018,36061004400,1
03/2018,36005005400,2
03/2018,36047043300,1
03/2018,36047117601,1
03/2018,36081027000,1
03/2018,36061005000,3
03/2018,36081043900,1
03/2018,36047089000,3
03/2018,36005004300,1
03/2018,36047079601,1
03/2018,36081015000,1
03/2018,36061018800,3
03/2018,36005017500,3
03/2018,36085014606,2
03/2018,36081027800,2
03/2018,36061011201,1
03/2018,36081005700,2
03/2018,36047011200,1
03/2018,36047115000,1
03/2018,36047050500,1
03/2018,36047053100,1
03/2018,36061007500,1
03/2018,36061024100,4
03/2018,36081018101,1
03/2018,36047039500,2
03/2018,36005021100,2
03/2018,36061005501,1
03/2018,36061026900,2
03/2018,36005018400,2
03/2018,36047046000,1
03/2018,36047002100,2
03/2018,36061019702,2
03/2018,36005014500,3
03/2018,36047115200,1
03/2018,36061018700,3
03/2018,36081072100,1
03/2018,36005024502,1
03/2018,36081028500,1
03/2018,36047018600,1
03/2018,36047050804,1
03/2018,36081021200,1
03/2018,36081015100,2
03/2018,36047055000,1
03/2018,36061022302,1
03/2018,36047074600,1
03/2018,36005021700,1
03/2018,36061018600,4
03/2018,36047000301,2
03/2018,36047020700,1
